number	trial_type	response_trial	correct	response_time	fixation_start	stimulus_start	iti_start	pd_parser_sample
four	written	False	False	n/a	2077.216800000012	1.1003000000118843	2.107400000005782	n/a
3	dots	False	False	n/a	2081.751	1.1016000000240638	2.1119999999996253	805886.0
h	letter	False	False	n/a	2086.288800000012	1.1035999999940032	2.1109000000055858	814964.0
7	spoken	False	False	n/a	2090.828800000012	1.099999999999909	2.1044999999999163	824027.0
5	dots	False	False	n/a	2095.356100000024	1.0990999999935411	2.1070999999938067	n/a
8	arabic	False	False	n/a	2099.893300000012	1.0949999999998	2.1030999999939013	842147.0
4	beeps	False	False	n/a	2104.422600000024	1.0940999999938867	2.1023999999761145	n/a
2	spoken	False	False	n/a	2108.9492000000178	1.0950000000002549	2.103799999982129	n/a
six	written	False	False	n/a	2113.476600000024	1.0953999999760526	2.105399999975816	869316.0
h	letter	False	False	n/a	2118.008700000018	1.1040999999936505	2.1109999999998763	878423.0
c	letter	False	False	n/a	2122.5485	1.0958000000118773	2.1043000000122447	887472.0
1	dots	False	False	n/a	2127.0795	1.1037000000178523	2.112600000024031	n/a
four	written	False	False	n/a	2131.620800000012	1.0951999999879265	2.103199999988192	905604.0
nine	written	False	False	n/a	2136.149800000012	1.09619999998813	2.1023000000118373	n/a
7	spoken	False	False	n/a	2140.680800000012	1.1039999999998145	2.111300000011852	n/a
four	written	False	False	n/a	2145.223800000012	1.1015999999940504	2.112900000005993	932813.0
i	letter	False	False	n/a	2149.764400000006	1.0962000000176886	2.10430000001179	941907.0
1	dots	False	False	n/a	2154.296800000012	1.099999999999909	2.107699999988199	n/a
nine	written	False	False	n/a	2158.8285	1.096400000005815	2.108400000005986	960023.0
nine	written	False	False	n/a	2163.3662000000177	1.0945000000001528	2.1027999999823805	969092.0
five	written	False	False	n/a	2167.896800000012	1.1040000000002692	2.11200000000008	978192.0
f	letter	False	False	n/a	2186.663300000012	1.1030000000000657	2.1109000000060405	1015706.0
1	dots	False	False	n/a	2191.200800000012	1.095699999988028	2.0991999999882864	1024770.0
5	dots	False	False	n/a	2195.724200000018	1.100299999982326	2.1039999999998145	n/a
b	letter	False	False	n/a	2200.252300000012	1.100500000000011	2.104599999994207	1042886.0
five	written	False	False	n/a	2204.780700000018	1.0955999999937376	2.103699999987839	1051946.0
5	dots	False	False	n/a	2209.312800000012	1.1008000000119864	2.108999999999924	n/a
c	letter	False	False	n/a	2213.848600000024	1.1042999999822314	2.1080999999940104	n/a
1	arabic	False	False	n/a	2218.384800000012	1.1039999999998145	2.1119999999996253	1079146.0
f	letter	False	False	n/a	2222.928900000006	1.1040000000002692	2.1080999999940104	n/a
2	beeps	True	True	1.61	2227.460600000024	1.0975999999936903	3.215799999981755	1097296.0
c	letter	False	False	n/a	2233.104800000012	1.1006999999881373	2.11200000000008	1108592.0
7	spoken	False	False	n/a	2237.648800000012	1.1039000000059789	2.108800000012252	n/a
b	letter	False	False	n/a	2242.184600000024	1.1041999999883956	2.108399999976428	n/a
2	spoken	False	False	n/a	2246.717100000024	1.095699999988028	2.104199999987941	1135817.0
five	written	True	False	1.174	2251.246700000018	2.26949999999988	2.777699999988272	n/a
2	dots	False	False	n/a	2256.455600000024	1.1043999999760672	2.112799999982144	1155313.0
four	written	False	False	n/a	2261.000300000012	1.1044999999999163	2.1080999999940104	1164381.0
e	letter	False	False	n/a	2265.536700000018	1.1001999999880354	2.1099000000058368	1173443.0
5	spoken	False	False	n/a	2270.0725	1.1044000000056258	2.1248000000118736	n/a
a	letter	False	False	n/a	2274.623	1.101600000023609	2.108999999999924	n/a
3	beeps	False	False	n/a	2279.160800000012	1.1035000000001671	2.2450999999941814	1200715.0
five	written	False	False	n/a	2283.832900000006	1.100400000006175	2.106900000006135	n/a
7	arabic	False	False	n/a	2288.368	1.1048000000118918	2.111200000018016	1219144.0
2	beeps	False	False	n/a	2292.912800000012	1.1041999999879408	2.108800000011797	1228212.0
2	spoken	True	True	2.396	2297.444200000018	1.0960000000000036	3.999699999988025	1237255.0
1	spoken	False	False	n/a	2303.868600000024	1.097199999987879	2.10659999999416	1250112.0
h	letter	False	False	n/a	2308.403800000012	1.1010000000001128	2.105800000012096	1259207.0
6	spoken	False	False	n/a	2312.936800000012	1.1044000000060803	2.110599999994065	1268241.0
9	arabic	False	False	n/a	2317.477200000018	1.0999000000056185	2.105599999993956	1277341.0
eight	written	False	False	n/a	2322.007	1.1012000000177975	2.111499999999978	n/a
six	written	False	False	n/a	2326.540900000006	1.0999000000060732	2.108000000000174	1295456.0
7	arabic	False	False	n/a	2331.080900000006	1.0989000000058695	2.10820000001786	1304553.0
2	dots	False	False	n/a	2335.612900000006	1.0979000000061203	2.103800000011688	1313598.0
1	arabic	False	False	n/a	2340.144800000012	1.104099999994105	2.107099999994261	1322697.0
1	beeps	False	False	n/a	2344.6765	1.0969999999997526	2.1078000000120483	1331722.0
h	letter	True	False	2.197	2349.212400000006	3.2925999999943087	3.802900000006048	1340790.0
nine	written	False	False	n/a	2355.448800000012	1.0996999999879336	2.11080000001175	1353271.0
4	beeps	False	False	n/a	2359.9889000000057	1.1000000000003638	2.104200000017954	n/a
two	written	False	False	n/a	2364.5165	1.1004000000057204	2.106499999999869	1371419.0
f	letter	False	False	n/a	2369.048900000006	1.1039000000059789	2.1112000000175613	1380494.0
9	arabic	False	False	n/a	2373.592800000012	1.1041999999883956	2.1101999999882537	1389595.0
four	written	False	False	n/a	2378.1252000000177	1.095400000006066	2.106900000006135	1398620.0
9	arabic	True	False	1.88	2382.664800000012	2.980199999988145	3.48330000001215	1407713.0
3	beeps	False	False	n/a	2388.573200000018	1.098599999993894	2.1070999999938067	1419526.0
5	dots	False	False	n/a	2393.110200000018	1.0936999999880754	2.10659999999416	1428585.0
2	spoken	False	False	n/a	2397.646600000024	1.0960999999942942	2.105299999982435	1437681.0
3	dots	False	False	n/a	2402.183400000006	1.104500000000371	2.109500000000025	n/a
3	spoken	False	False	n/a	2406.720900000006	1.0999000000056185	2.1162000000176704	1455820.0
g	letter	False	False	n/a	2411.260800000012	1.097599999994145	2.107900000005884	1464889.0
7	spoken	False	False	n/a	2415.799	1.1044999999999163	2.112200000017765	1473983.0
4	beeps	False	False	n/a	2420.332900000006	1.097400000006019	2.106200000017907	1483044.0
2	beeps	False	False	n/a	2424.864900000006	1.099999999999909	2.107099999994261	1492105.0
9	spoken	False	False	n/a	2429.401100000024	1.0995999999940975	2.108199999988301	1501204.0
1	beeps	False	False	n/a	2433.932	1.100100000024213	2.105100000023868	n/a
7	arabic	True	False	0.979	2438.464900000006	2.083900000005997	2.5873000000119646	1519306.0
six	written	False	False	n/a	2443.477900000006	1.098000000000411	2.102800000011939	1529361.0
5	arabic	True	False	0.729	2448.005100000024	1.8265999999939595	2.336199999987912	n/a
four	written	True	False	0.816	2452.768600000024	1.9177999999819804	2.423299999982192	1547909.0
1	dots	False	False	n/a	2457.624800000012	1.104099999994105	2.1101999999882537	1557638.0
2	dots	False	False	n/a	2462.1609000000058	1.1040000000002692	2.109200000018064	n/a
1	beeps	False	False	n/a	2466.694	1.096200000018143	2.104800000011892	1575775.0
three	written	False	False	n/a	2471.224800000012	1.1040000000002692	2.108000000000174	n/a
1	arabic	False	False	n/a	2475.7575	1.0953000000117754	2.10310000002346	1593886.0
1	beeps	False	False	n/a	2480.288900000006	1.1039999999998145	2.11080000001175	1602987.0
four	written	False	False	n/a	2484.832800000012	1.09900000000016	2.1071999999880973	n/a
7	arabic	False	False	n/a	2489.365800000012	1.0950999999940905	2.106999999999971	1621096.0
i	letter	False	False	n/a	2493.899900000006	1.0979999999999563	2.106400000006033	n/a
6	arabic	False	False	n/a	2498.431900000006	1.1049000000061824	2.1099000000058368	1639248.0
f	letter	False	False	n/a	2502.968800000012	1.104099999994105	2.11080000001175	1648347.0
9	spoken	True	True	1.532	2507.502100000024	1.094799999982115	3.134899999976369	n/a
4	beeps	False	False	n/a	2513.063100000024	1.1051999999881446	2.113299999981791	n/a
2	beeps	False	False	n/a	2517.607600000024	1.105099999993854	2.110799999982192	n/a
4	dots	False	False	n/a	2522.143400000006	1.1038000000121428	2.1108000000122047	n/a
3	dots	False	False	n/a	2526.6787000000177	1.0982999999823733	2.1050999999943087	1695724.0
3	spoken	False	False	n/a	2531.216900000006	1.103099999994356	2.110599999994065	1704820.0
h	letter	False	False	n/a	2535.758200000018	1.0944000000058622	2.103400000005877	1713880.0
4	arabic	True	False	1.029	2540.2875	2.1323000000120373	2.6392000000178086	1722965.0
8	arabic	False	False	n/a	2545.350600000024	1.0981999999880827	2.104199999987941	1733090.0
5	arabic	False	False	n/a	2549.878100000024	1.0987999999820204	2.102499999999964	n/a
1	dots	False	False	n/a	2554.4055	1.096800000012081	2.107400000006237	1751188.0
2	beeps	False	False	n/a	2558.940900000006	1.0999000000060732	2.1039000000059787	1760268.0
3	beeps	False	False	n/a	2563.472900000006	1.1000999999937449	2.107599999993909	1769325.0
nine	written	False	False	n/a	2568.004400000006	1.0974999999998545	2.103599999994003	n/a
5	beeps	False	False	n/a	2576.145800000012	1.099099999993996	2.147199999988061	n/a
4	beeps	True	True	2.475	2580.720900000006	1.1023000000118373	4.086499999999887	1803808.0
three	written	True	False	0.885	2587.237600000024	1.980399999975816	2.487299999982042	n/a
4	spoken	False	False	n/a	2592.147900000006	1.098099999994247	2.1060999999940577	1826668.0
7	spoken	False	False	n/a	2596.676900000006	1.0969000000059168	2.105700000017805	n/a
9	arabic	False	False	n/a	2601.2082000000178	1.1046999999880427	2.11200000000008	n/a
6	arabic	False	False	n/a	2605.748100000024	1.0977999999822714	2.1039999999998145	n/a
g	letter	False	False	n/a	2610.279900000006	1.1015000000002146	2.112900000005993	n/a
5	beeps	False	False	n/a	2614.8149000000058	1.0979000000061203	2.102200000018001	1872000.0
1	spoken	False	False	n/a	2619.342	1.0949999999998	2.1031000000239146	n/a
1	dots	False	False	n/a	2623.8695	1.0969000000063716	2.104500000000371	1890108.0
e	letter	False	False	n/a	2628.396700000018	1.1001999999880354	2.1075000000000728	1899192.0
1	dots	False	False	n/a	2632.936800000012	1.1024999999999636	2.1114000000061424	n/a
eight	written	False	False	n/a	2637.480800000012	1.1040999999936505	2.111599999993814	1917357.0
9	arabic	False	False	n/a	2642.024600000024	1.1016999999878865	2.107699999988199	1926421.0
1	dots	False	False	n/a	2646.5585	1.0984000000057677	2.102900000005775	n/a
8	spoken	False	False	n/a	2651.086200000018	1.098599999993894	2.120900000005804	n/a
1	arabic	False	False	n/a	2655.629800000012	1.09900000000016	2.1053000000119937	n/a
5	beeps	False	False	n/a	2660.157100000024	1.0954999999999018	2.10799999999972	1962688.0
nine	written	False	False	n/a	2664.696900000006	1.1039000000059789	2.110099999993963	n/a
1	spoken	False	False	n/a	2669.232	1.1044999999999163	2.109300000011899	n/a
4	arabic	False	False	n/a	2673.764100000024	1.0967999999820677	2.105699999987792	n/a
2	spoken	True	True	1.324	2678.293800000012	1.099099999993996	2.9289000000062515	1998965.0
five	written	False	False	n/a	2683.644900000006	1.097300000011728	2.1039999999998145	n/a
2	dots	False	False	n/a	2688.173	1.0975000000003092	2.103200000018205	n/a
g	letter	False	False	n/a	2692.701600000024	1.0966999999877771	2.1070999999938067	2027775.0
3	beeps	False	False	n/a	2697.235900000006	1.1010999999939486	2.105200000017703	n/a
1	spoken	False	False	n/a	2701.7662000000178	1.0977999999822714	2.103199999988192	2045899.0
5	dots	True	False	2.847	2706.293700000018	3.947199999988243	4.459199999987959	n/a
h	letter	False	False	n/a	2713.183800000012	1.1005999999938467	2.1109999999998763	2068749.0
c	letter	True	False	1.048	2717.717300000012	2.1475000000000364	2.659599999994043	2077807.0
3	arabic	False	False	n/a	2722.805300000012	1.0965999999939413	2.103300000012041	2087980.0
1	spoken	False	False	n/a	2727.336900000006	1.099999999999909	2.107900000005884	n/a
4	beeps	False	False	n/a	2731.868	1.096800000012081	2.1085000000002765	2106103.0
4	dots	False	False	n/a	2736.405800000012	1.0941999999881773	2.103099999994356	n/a
six	written	False	False	n/a	2740.933900000006	1.0940999999938867	2.1044000000060805	2124242.0
2	arabic	False	False	n/a	2745.460900000006	1.0999000000060732	2.108000000000174	n/a
one	written	False	False	n/a	2750.000900000006	1.104099999994105	2.110099999993963	n/a
5	dots	False	False	n/a	2754.5335	1.0994000000059714	2.1063000000117427	2151443.0
i	letter	False	False	n/a	2759.072900000006	1.1009000000058222	2.1080999999940104	2160544.0
3	spoken	True	True	1.932	2763.608800000012	1.1000999999941996	3.5395000000003165	2169596.0
a	letter	True	False	1.844	2769.575800000012	2.949000000000069	3.4559000000058404	2181558.0
1	beeps	False	False	n/a	2775.463600000024	1.1021999999884429	2.111000000000331	2193323.0
4	dots	False	False	n/a	2779.996100000024	1.100799999981973	2.1068999999761218	2202364.0
5	dots	False	False	n/a	2784.525700000018	1.0951999999879265	2.102599999994254	2211427.0
1	arabic	False	False	n/a	2789.056300000012	1.1044000000060803	2.108300000011696	n/a
8	spoken	False	False	n/a	2793.5885	1.100500000000011	2.106600000024173	2229574.0
2	beeps	False	False	n/a	2798.120900000006	1.1032000000182052	2.1102000000178123	n/a
4	spoken	False	False	n/a	2802.6555	1.1043000000122447	2.113000000000284	2247717.0
5	spoken	False	False	n/a	2807.200600000024	1.1003999999761618	2.1085000000002765	2256806.0
8	spoken	False	False	n/a	2811.732900000006	1.0995999999940975	2.104700000018056	2265845.0
1	beeps	False	False	n/a	2816.262300000012	1.0949000000055094	2.103599999994003	n/a
5	dots	False	False	n/a	2820.790600000024	1.094299999982013	2.102799999981926	n/a
5	arabic	False	False	n/a	2825.3165	1.0971000000240565	2.104800000011892	2293013.0
8	arabic	False	False	n/a	2829.848900000006	1.1040000000002692	2.110400000005938	n/a
three	written	False	False	n/a	2834.3895	1.0994999999998072	2.1039999999998145	2311180.0
1	beeps	False	False	n/a	2838.919100000024	1.1015999999940504	2.1097999999824424	2320215.0
5	beeps	False	False	n/a	2843.456900000006	1.102400000005673	2.109800000012001	2329322.0
7	spoken	False	False	n/a	2847.991400000006	1.1055999999944106	2.111099999994167	n/a
one	written	False	False	n/a	2852.528900000006	1.1040999999936505	2.110099999993963	n/a
three	written	False	False	n/a	2857.061300000012	1.095699999988028	2.1030999999939013	2356490.0
3	beeps	False	False	n/a	2861.592900000006	1.1039999999998145	2.108300000011696	2365569.0
5	spoken	False	False	n/a	2866.124300000012	1.096699999988232	2.1049000000061824	2374630.0
five	written	False	False	n/a	2870.656900000006	1.1000999999941996	2.110000000000128	n/a
i	letter	False	False	n/a	2875.192900000006	1.1000999999941996	2.108000000000174	n/a
1	arabic	False	False	n/a	2879.724900000006	1.099999999999909	2.105599999993956	n/a
1	arabic	False	False	n/a	2884.252300000012	1.0959000000061678	2.1085999999941123	n/a
2	dots	True	False	1.439	2888.788900000006	2.540200000018104	3.0520000000001346	2419984.0
h	letter	False	False	n/a	2894.269900000006	1.0955999999937376	2.1063000000117427	2430914.0
h	letter	True	False	1.426	2898.804300000012	2.5243000000118627	3.0285999999937303	2439991.0
4	beeps	False	False	n/a	2904.261400000006	1.0958000000118773	2.1077000000182124	2450887.0
c	letter	False	False	n/a	2908.7905	1.0945000000001528	2.106200000017907	2459953.0
b	letter	False	False	n/a	2913.324100000024	1.0960999999938394	2.104899999976169	n/a
f	letter	False	False	n/a	2917.856800000012	1.1029000000062297	2.10919999998805	2478096.0
9	spoken	False	False	n/a	2922.388600000024	1.0995999999940975	2.1083999999759726	n/a
six	written	False	False	n/a	2926.9267000000177	1.094299999982468	2.101400000005924	2496232.0
4	dots	False	False	n/a	2931.457	1.099999999999909	2.1072000000181106	n/a
5	beeps	False	False	n/a	2935.9892000000177	1.0996999999883883	2.107900000006339	n/a
1	spoken	False	False	n/a	2940.518900000006	1.0940999999938867	2.105700000017805	2523407.0
5	beeps	True	True	3.005	2945.052200000018	1.09619999998813	4.610099999993963	2532485.0
1	dots	False	False	n/a	2952.085800000012	1.09780000001183	2.105000000000018	2546546.0
5	beeps	False	False	n/a	2956.617	1.10310000002346	2.11080000001175	n/a
1	dots	False	False	n/a	2961.158300000012	1.0986999999881846	2.106400000006033	2564699.0
2	beeps	False	False	n/a	2965.696900000006	1.1027000000181033	2.1114000000061424	2573760.0
