number	response_trial	correct	response_time	fixation_start	stimulus_start	iti_start	pd_parser_sample	trial_type
3	False	False	n/a	846.3243	847.4261	848.4344	636190.0	dots
2	False	False	n/a	850.8596	851.9552	852.961	645251.0	dots
6	False	False	n/a	855.3867	856.482	857.4896	654312.0	spoken
1	False	False	n/a	859.915	861.01	862.0202	663366.0	dots
2	False	False	n/a	864.4427	865.5374	866.5477	672420.0	beeps
2	False	False	n/a	868.9701	870.066	871.0751	681474.0	beeps
2	False	False	n/a	873.497	874.5945	875.6018	690551.0	beeps
1	False	False	n/a	878.0267	879.1235	880.1302	699609.0	dots
four	False	False	n/a	882.5547	883.6504	884.6585	708644.0	written
3	False	False	n/a	887.0814	888.182	889.1864	717702.0	dots
h	False	False	n/a	891.611	892.706	893.713	726763.0	letter
7	False	False	n/a	896.1379	897.2347	898.2458	735818.0	spoken
5	False	False	n/a	900.6747	901.7695	902.7785	744882.0	dots
8	False	False	n/a	905.2025	906.297	907.306	753942.0	arabic
4	False	False	n/a	909.7298	910.8286	911.8374	763001.0	beeps
2	False	False	n/a	914.2667	915.3611	916.3701	772069.0	spoken
six	False	False	n/a	918.7934	919.8935	920.8979	781129.0	written
h	False	False	n/a	923.3258	924.426	925.434	790228.0	letter
c	False	False	n/a	927.8579	928.9573	929.9612	799261.0	letter
1	False	False	n/a	932.3859	933.4858	934.4906	808322.0	dots
four	False	False	n/a	936.9138	938.0093	939.0171	817375.0	written
nine	False	False	n/a	941.4414	942.5373	943.545	826431.0	written
7	False	False	n/a	945.9707	947.0654	948.0741	835488.0	spoken
four	False	False	n/a	950.4985	951.594	952.602	844545.0	written
i	False	False	n/a	955.0249	956.1224	957.1294	853579.0	letter
1	False	False	n/a	959.5536	960.6504	961.6582	862668.0	dots
nine	False	False	n/a	964.082	965.1805	966.1878	871713.0	written
nine	False	False	n/a	968.6105	969.7089	970.7134	880772.0	written
five	False	False	n/a	973.1385	974.2332	975.244	889823.0	written
f	False	False	n/a	997.0814	998.1775	999.1868	n/a	letter
1	False	False	n/a	1001.6102	1002.707	1003.7133	946781.0	dots
5	False	False	n/a	1006.1385	1007.2349	1008.2436	955817.0	dots
b	False	False	n/a	1010.6667	1011.7617	1012.769	964877.0	letter
five	False	False	n/a	1015.1947	1016.2931	1017.2992	973936.0	written
5	False	False	n/a	1019.7227	1020.8203	1021.827	982991.0	dots
c	False	False	n/a	1024.251	1025.3467	1026.3548	992058.0	letter
1	False	False	n/a	1028.7784	1029.8744	1030.8828	1001090.0	arabic
f	False	False	n/a	1033.3092	1034.4139	1035.4177	1010196.0	letter
2	True	False	1.913	1037.8439	1038.9396	1041.3629	1019238.0	beeps
c	False	False	n/a	1043.7857	1044.882	1045.8891	n/a	letter
7	False	False	n/a	1048.3139	1049.4109	1050.4185	1040191.0	spoken
b	False	False	n/a	1052.8437	1053.9377	1054.9464	n/a	letter
2	False	False	n/a	1057.3733	1058.4732	1059.4826	1058276.0	spoken
five	True	False	1.713	1061.9059	1064.7156	1065.217	1067374.0	written
2	False	False	n/a	1067.6424	1068.7376	1069.7499	1078830.0	dots
four	False	False	n/a	1072.1767	1073.2748	1074.282	1087920.0	written
e	False	False	n/a	1076.7067	1077.8018	1078.8106	1096973.0	letter
5	False	False	n/a	1081.2345	1082.3319	1083.3452	1106022.0	spoken
a	False	False	n/a	1085.7707	1086.8674	1087.874	1115104.0	letter
3	False	False	n/a	1090.3007	1091.4012	1092.4499	1124136.0	beeps
five	False	False	n/a	1094.8745	1095.9704	1096.9774	1133285.0	written
7	False	False	n/a	1099.4055	1100.5076	1101.5135	1142385.0	arabic
2	False	False	n/a	1103.9373	1105.0359	1106.0417	1151431.0	beeps
2	True	True	1.539	1108.4666	1109.5615	1111.6106	1160483.0	spoken
1	False	False	n/a	1114.0376	1115.1396	1116.1502	1171649.0	spoken
h	False	False	n/a	1118.5791	1119.6745	1120.684	1180697.0	letter
6	False	False	n/a	1123.1066	1124.2026	1125.2111	1189773.0	spoken
9	False	False	n/a	1127.6345	1128.7306	1129.737	1198825.0	arabic
eight	False	False	n/a	1132.161	1133.2616	1134.2655	1207884.0	written
six	False	False	n/a	1136.6925	1137.7964	1138.802	n/a	written
7	False	False	n/a	1141.2267	1142.3247	1143.332	1225989.0	arabic
2	False	False	n/a	1145.7543	1146.8507	1147.8577	1235053.0	dots
1	False	False	n/a	1150.282	1151.3784	1152.3876	1244138.0	arabic
1	False	False	n/a	1154.8092	1155.9081	1156.9141	1253170.0	beeps
h	True	False	1.954	1159.3376	1162.3883	1162.8916	1262229.0	letter
nine	False	False	n/a	1165.3179	1166.4202	1167.4264	n/a	written
4	False	False	n/a	1169.8511	1170.9467	1171.9567	1283233.0	beeps
two	False	False	n/a	1174.3865	1175.4825	1176.4902	1292327.0	written
f	False	False	n/a	1178.917	1180.019	1181.0267	1301409.0	letter
9	False	False	n/a	1183.4498	1184.5464	1185.5531	1310442.0	arabic
four	False	False	n/a	1187.9784	1189.0744	1190.0819	1319500.0	written
9	True	False	1.835	1192.5079	1195.4379	1195.9469	1328559.0	arabic
3	False	False	n/a	1198.3704	1199.4665	1200.4737	1340279.0	beeps
5	False	False	n/a	1202.8988	1203.994	1205.0036	1349338.0	dots
2	False	False	n/a	1207.4266	1208.5213	1209.5314	1358394.0	spoken
3	False	False	n/a	1211.9563	1213.0579	1214.065	1367463.0	dots
3	False	False	n/a	1216.49	1217.5861	1218.602	1376522.0	spoken
g	False	False	n/a	1221.0252	1222.1211	1223.1292	1385621.0	letter
7	False	False	n/a	1225.5547	1226.6521	1227.6584	1394664.0	spoken
4	False	False	n/a	1230.0822	1231.178	1232.1862	1403717.0	beeps
2	False	False	n/a	1234.6105	1235.7059	1236.7141	1412776.0	beeps
9	False	False	n/a	1239.1413	1240.2459	1241.2504	1421854.0	spoken
1	False	False	n/a	1243.6751	1244.7692	1245.7799	1430891.0	beeps
7	True	False	1.781	1248.202	1251.0814	1251.5865	1439973.0	arabic
six	False	False	n/a	1254.0096	1255.1067	1256.1153	1451563.0	written
5	True	False	1.817	1258.5384	1261.4521	1261.9547	1460618.0	arabic
four	True	False	1.513	1264.3784	1266.9864	1267.4909	1472306.0	written
1	False	False	n/a	1269.918	1271.0182	1272.025	1483386.0	dots
2	False	False	n/a	1274.4512	1275.545	1276.5554	1492443.0	dots
1	False	False	n/a	1278.9787	1280.0739	1281.0827	1501512.0	beeps
three	False	False	n/a	1283.5065	1284.6033	1285.6088	1510569.0	written
1	False	False	n/a	1288.0345	1289.1309	1290.1371	1519619.0	arabic
1	False	False	n/a	1292.562	1293.6585	1294.6656	1528670.0	beeps
four	False	False	n/a	1297.0905	1298.1857	1299.1947	1537721.0	written
7	False	False	n/a	1301.6195	1302.7141	1303.7219	1546788.0	arabic
i	False	False	n/a	1306.1472	1307.2414	1308.2507	1555828.0	letter
6	False	False	n/a	1310.6729	1311.7707	1312.7786	1564902.0	arabic
f	False	False	n/a	1315.2019	1316.3009	1317.3053	1573962.0	letter
9	True	False	1.738	1319.7339	1320.8357	1323.082	1583015.0	spoken
4	False	False	n/a	1325.5059	1326.6013	1327.6097	1594580.0	beeps
2	False	False	n/a	1330.0347	1331.1313	1332.1376	1603626.0	beeps
4	False	False	n/a	1334.5625	1335.6573	1336.6661	1612684.0	dots
3	False	False	n/a	1339.0921	1340.1974	1341.2015	1621768.0	dots
3	False	False	n/a	1343.6253	1344.7255	1345.7339	1630814.0	spoken
h	False	False	n/a	1348.1654	1349.2667	1350.2745	1639907.0	letter
4	True	False	1.68	1352.698	1355.4747	1355.9788	1648962.0	arabic
8	False	False	n/a	1358.4046	1359.5068	1360.513	1660388.0	arabic
5	False	False	n/a	1362.9389	1364.0345	1365.0425	1669425.0	arabic
1	False	False	n/a	1367.465	1368.5625	1369.5692	1678482.0	dots
2	False	False	n/a	1371.9945	1373.0925	1374.0973	1687534.0	beeps
3	False	False	n/a	1376.5217	1377.6181	1378.6261	1696595.0	beeps
nine	False	False	n/a	1381.0495	1382.1463	1383.1572	1705639.0	written
5	False	False	n/a	1407.2898	1408.388	1409.4662	n/a	beeps
4	True	False	1.672	1411.8893	1412.982	1415.1622	n/a	beeps
three	True	False	1.719	1417.586	1420.4011	1420.9067	1778717.0	written
4	False	False	n/a	1423.3323	1424.4352	1425.4418	1790243.0	spoken
7	False	False	n/a	1427.8671	1428.9625	1429.9713	1799300.0	spoken
9	False	False	n/a	1432.3947	1433.4906	1434.4992	1808333.0	arabic
6	False	False	n/a	1436.9238	1438.0199	1439.0255	1817418.0	arabic
g	False	False	n/a	1441.4505	1442.5468	1443.5545	1826449.0	letter
5	False	False	n/a	1445.9789	1447.0745	1448.0822	1835507.0	beeps
1	False	False	n/a	1450.5061	1451.6021	1452.6103	1844568.0	spoken
1	False	False	n/a	1455.035	1456.1292	1457.1385	1853611.0	dots
e	False	False	n/a	1459.5626	1460.6585	1461.6653	1862671.0	letter
1	False	False	n/a	1464.0902	1465.185	1466.195	1871724.0	dots
eight	False	False	n/a	1468.6178	1469.7168	1470.7211	1880794.0	written
9	False	False	n/a	1473.1499	1474.2507	1475.2571	n/a	arabic
1	False	False	n/a	1477.6815	1478.7786	1479.7854	n/a	dots
8	False	False	n/a	1482.2106	1483.3058	1484.3222	n/a	spoken
1	False	False	n/a	1486.7448	1487.8447	1488.8533	n/a	arabic
5	False	False	n/a	1491.2828	1492.3776	1493.3858	1926122.0	beeps
nine	False	False	n/a	1495.8107	1496.9076	1497.9135	1935180.0	written
1	False	False	n/a	1500.338	1501.4343	1502.4431	1944236.0	spoken
4	False	False	n/a	1504.8666	1505.9619	1506.9707	1953292.0	arabic
2	True	True	2.086	1509.3932	1510.4895	1513.0844	1962347.0	spoken
five	False	False	n/a	1515.5164	1516.6181	1517.6265	1974603.0	written
2	False	False	n/a	1520.0508	1521.1484	1522.1541	1983655.0	dots
g	False	False	n/a	1524.5785	1525.6747	1526.6842	1992717.0	letter
3	False	False	n/a	1529.109	1530.2109	1531.2189	2001797.0	beeps
1	False	False	n/a	1533.642	1534.7374	1535.7463	2010830.0	spoken
5	True	False	3.355	1538.1705	1542.6225	1543.132	2019890.0	dots
h	False	False	n/a	1545.5534	1546.65	1547.6613	2034660.0	letter
c	True	False	2.123	1550.0926	1553.3187	1553.8262	2043748.0	letter
3	False	False	n/a	1556.2507	1557.3468	1558.3542	2056067.0	arabic
1	False	False	n/a	1560.7785	1561.8745	1562.8827	2065125.0	spoken
4	False	False	n/a	1565.3051	1566.4021	1567.4107	2074157.0	beeps
4	False	False	n/a	1569.8379	1570.9375	1571.946	2083226.0	dots
six	False	False	n/a	1574.3707	1575.4669	1576.474	2092303.0	written
2	False	False	n/a	1578.8985	1579.9945	1581.006	2101361.0	arabic
one	False	False	n/a	1583.4344	1584.5305	1585.5389	2110415.0	written
5	False	False	n/a	1587.9644	1589.0685	1590.0737	2119504.0	dots
i	False	False	n/a	1592.4986	1593.5945	1594.6017	2128559.0	letter
3	True	False	1.973	1597.0267	1598.1208	1600.6016	2137615.0	spoken
a	True	False	1.697	1603.0291	1605.8308	1606.341	n/a	letter
1	False	False	n/a	1608.7708	1609.8651	1610.8743	2161108.0	beeps
4	False	False	n/a	1613.2989	1614.3932	1615.4027	2170143.0	dots
5	False	False	n/a	1617.826	1618.9213	1619.9299	2179203.0	dots
1	False	False	n/a	1622.3549	1623.4507	1624.4571	2188263.0	arabic
8	False	False	n/a	1626.8816	1627.9772	1628.9856	2197322.0	spoken
2	False	False	n/a	1631.4101	1632.5068	1633.5132	2206382.0	beeps
4	False	False	n/a	1635.9369	1637.0332	1638.0414	2215434.0	spoken
5	False	False	n/a	1640.4671	1641.5614	1642.5698	n/a	spoken
8	False	False	n/a	1644.9948	1646.0893	1647.0983	2233547.0	spoken
1	False	False	n/a	1649.523	1650.6175	1651.6262	2242603.0	beeps
5	False	False	n/a	1654.0491	1655.1451	1656.1566	2251659.0	dots
5	False	False	n/a	1658.5848	1659.6861	1660.6893	2260719.0	arabic
8	False	False	n/a	1663.1148	1664.2106	1665.222	n/a	arabic
three	False	False	n/a	1667.6491	1668.75	1669.7551	n/a	written
1	False	False	n/a	1672.1785	1673.2742	1674.2833	2287905.0	beeps
5	False	False	n/a	1676.7065	1677.8019	1678.8109	2296973.0	beeps
7	False	False	n/a	1681.2352	1682.3321	1683.3378	2306023.0	spoken
one	False	False	n/a	1685.7621	1686.8583	1687.8665	2315078.0	written
three	False	False	n/a	1690.2901	1691.3868	1692.3944	2324134.0	written
3	False	False	n/a	1694.8179	1695.9141	1696.9222	2333190.0	beeps
5	False	False	n/a	1699.3452	1700.4421	1701.4524	2342243.0	spoken
five	False	False	n/a	1703.8736	1704.9692	1705.9799	2351298.0	written
i	False	False	n/a	1708.4026	1709.4986	1710.5075	2360354.0	letter
1	False	False	n/a	1712.9301	1714.028	1715.0354	2369433.0	arabic
1	False	False	n/a	1717.457	1718.5543	1719.5632	n/a	arabic
2	True	False	2.02	1721.9866	1725.1068	1725.6132	2387533.0	dots
h	False	False	n/a	1728.042	1729.1368	1730.1469	2399644.0	letter
h	True	False	1.815	1732.5704	1735.4823	1735.9869	2408705.0	letter
4	False	False	n/a	1738.4131	1739.5176	1740.5213	n/a	beeps
c	False	False	n/a	1742.9462	1744.0421	1745.0492	2429470.0	letter
b	False	False	n/a	1747.4729	1748.5727	1749.5811	2438527.0	letter
f	False	False	n/a	1752.0127	1753.1171	1754.1216	2447586.0	letter
9	False	False	n/a	1756.5466	1757.6426	1758.6494	2456651.0	spoken
six	False	False	n/a	1761.0749	1762.1732	1763.1772	2465711.0	written
4	False	False	n/a	1765.6028	1766.7017	1767.7054	2474770.0	dots
5	False	False	n/a	1770.13	1771.2286	1772.2365	2483830.0	beeps
1	False	False	n/a	1774.6661	1775.7619	1776.7723	2492890.0	spoken
5	True	True	1.792	1779.1974	1780.3021	1782.6028	n/a	beeps
1	False	False	n/a	1785.0295	1786.1307	1787.1371	2513648.0	dots
5	False	False	n/a	1789.5624	1790.6613	1791.6654	2522683.0	beeps
1	False	False	n/a	1794.0893	1795.1895	1796.1941	2531743.0	dots
2	False	False	n/a	1798.6172	1799.7164	1800.7212	2540802.0	beeps
