number	response_trial	correct	response_time	fixation_start	stimulus_start	iti_start	pd_parser_sample	trial_type
seven	True	False	2.595	5166.068	3.6928	4.1977	415992.0	written
3	False	False	n/a	5172.6913	1.0979	2.1033	422606.0	spoken
two	False	False	n/a	5177.2202	1.0944	2.0995	427135.0	written
9	False	False	n/a	5181.7428	1.096	2.1015	431659.0	spoken
5	False	False	n/a	5186.2697	1.0978	2.1035	436189.0	beeps
5	False	False	n/a	5190.7943	1.0954	2.1005	440702.0	dots
9	False	False	n/a	5195.3164	1.095	2.1003	445236.0	spoken
5	False	False	n/a	5199.8415	1.0954	2.0971	449746.0	dots
6	False	False	n/a	5204.3645	1.0935	2.0988	454283.0	arabic
2	False	False	n/a	5208.8875	1.0961	2.1018	458788.0	dots
8	False	False	n/a	5213.4113	1.0957	2.1009	463335.0	arabic
7	False	False	n/a	5217.9376	1.0979	2.101	467853.0	arabic
7	True	True	2.486	5222.4643	1.0945	4.0836	472376.0	spoken
3	False	False	n/a	5228.9699	1.0941	2.0989	478877.0	dots
2	False	False	n/a	5233.4944	1.0954	2.1009	483422.0	spoken
five	False	False	n/a	5238.017	1.0978	2.1029	487945.0	written
1	False	False	n/a	5242.5421	1.0979	2.1105	492446.0	spoken
1	False	False	n/a	5247.0777	1.0979	2.1037	496983.0	dots
1	True	False	1.275	5251.6064	2.3684	2.8723	501530.0	arabic
4	False	False	n/a	5256.9007	1.0979	2.103	506803.0	dots
2	False	False	n/a	5261.4293	1.0977	2.1034	511326.0	dots
1	False	False	n/a	5265.9583	1.098	2.1041	515885.0	beeps
2	False	False	n/a	5270.488	1.0978	2.1038	520401.0	beeps
six	False	False	n/a	5275.0173	1.0964	2.1015	524939.0	written
6	False	False	n/a	5279.5422	1.0977	2.1019	529458.0	spoken
4	False	False	n/a	5284.0695	1.0934	2.098	533987.0	beeps
5	False	False	n/a	5288.591	1.0976	2.1	538515.0	beeps
4	False	False	n/a	5293.1117	1.0977	2.1012	543029.0	beeps
9	False	False	n/a	5297.6344	1.0953	2.1006	547555.0	arabic
6	False	False	n/a	5302.1604	1.0935	2.0991	552075.0	spoken
3	False	False	n/a	5306.685	1.0972	2.1026	556604.0	spoken
6	True	False	1.906	5311.2103	2.9994	3.5045	561119.0	arabic
five	False	False	n/a	5317.137	1.0963	2.1014	567057.0	written
9	False	False	n/a	5321.664	1.098	2.1037	571588.0	spoken
3	False	False	n/a	5326.192	1.0979	2.1029	576111.0	spoken
4	False	False	n/a	5330.7201	1.0933	2.0991	580639.0	beeps
9	False	False	n/a	5335.2433	1.0951	2.1001	585163.0	spoken
6	False	False	n/a	5339.7689	1.0935	2.0965	589693.0	spoken
1	False	False	n/a	5344.2906	1.0972	2.1026	594207.0	spoken
3	False	False	n/a	5348.8188	1.098	2.1032	598735.0	arabic
1	True	True	2.251	5353.3475	1.0949	3.8472	603266.0	spoken
8	False	False	n/a	5359.6173	1.0931	2.0985	609530.0	arabic
4	False	False	n/a	5364.137	1.0963	2.1018	614056.0	beeps
4	False	False	n/a	5368.6602	1.0978	2.0992	618579.0	arabic
2	False	False	n/a	5373.182	1.0978	2.1026	623101.0	beeps
1	False	False	n/a	5377.7093	1.0979	2.1023	627626.0	spoken
6	False	False	n/a	5382.2371	1.0972	2.1015	632162.0	spoken
1	False	False	n/a	5386.7597	1.098	2.1022	636668.0	dots
5	False	False	n/a	5391.2845	1.0972	2.1029	641187.0	dots
4	False	False	n/a	5395.8113	1.0979	2.1039	645709.0	dots
3	False	False	n/a	5400.3364	1.0977	2.1039	650253.0	beeps
2	True	True	4.212	5404.8657	1.096	5.8096	654767.0	beeps
9	False	False	n/a	5413.0995	1.0928	2.0982	663022.0	arabic
seven	True	False	2.199	5417.6229	3.2973	3.8025	667542.0	written
six	True	False	1.16	5423.8493	2.2564	2.7586	673769.0	written
4	False	False	n/a	5429.033	1.0974	2.0986	678951.0	spoken
two	False	False	n/a	5433.5523	1.094	2.0991	683468.0	written
8	False	False	n/a	5438.0744	1.0953	2.1003	687991.0	arabic
3	False	False	n/a	5442.5995	1.0958	2.102	692505.0	dots
five	False	False	n/a	5447.1272	1.0979	2.1035	697035.0	written
3	True	False	2.078	5451.6563	3.1762	3.6816	701581.0	arabic
6	False	False	n/a	5457.759	1.0952	2.1006	707681.0	arabic
1	False	False	n/a	5462.2828	1.0955	2.1006	712212.0	arabic
2	True	False	1.339	5466.8089	2.4332	2.9352	716728.0	dots
2	False	False	n/a	5472.1697	1.0964	2.1021	722091.0	beeps
2	False	False	n/a	5476.6952	1.0978	2.1036	726595.0	dots
two	False	False	n/a	5481.2245	1.0969	2.1024	731141.0	written
four	False	False	n/a	5485.7525	1.0969	2.102	735671.0	written
6	False	False	n/a	5490.2754	1.0955	2.1006	740200.0	arabic
8	False	False	n/a	5494.8006	1.098	2.0991	744721.0	arabic
4	False	False	n/a	5499.3244	1.0952	2.1003	749241.0	beeps
9	False	False	n/a	5503.8455	1.0952	2.1004	753770.0	arabic
eight	False	False	n/a	5508.3716	1.0933	2.0987	758290.0	written
4	False	False	n/a	5512.8921	1.0979	2.102	762808.0	beeps
1	False	False	n/a	5517.4149	1.0977	2.1037	767322.0	dots
six	False	False	n/a	5521.9441	1.0971	2.1016	771869.0	written
4	False	False	n/a	5526.4713	1.097	2.1014	776373.0	dots
2	False	False	n/a	5530.9983	1.0979	2.1019	780913.0	beeps
2	False	False	n/a	5535.5256	1.0938	2.0997	785443.0	spoken
2	False	False	n/a	5540.0499	1.0954	2.1009	789969.0	beeps
nine	False	False	n/a	5544.5719	1.0979	2.1029	794493.0	written
seven	False	False	n/a	5549.0999	1.098	2.0995	n/a	written
3	False	False	n/a	5553.6251	1.0978	2.1045	803535.0	dots
5	False	False	n/a	5558.1551	1.0941	2.1002	808065.0	dots
one	True	False	1.768	5562.6806	2.8678	3.3704	812608.0	written
5	False	False	n/a	5568.4772	1.0961	2.0973	818392.0	dots
5	False	False	n/a	5573.0001	1.0981	2.104	822922.0	beeps
five	False	False	n/a	5577.5301	1.096	2.1014	827451.0	written
5	False	False	n/a	5582.0523	1.0979	2.1029	831976.0	spoken
2	False	False	n/a	5586.5807	1.0979	2.103	836505.0	arabic
5	False	False	n/a	5591.1046	1.0948	2.1007	841022.0	beeps
1	False	False	n/a	5595.6308	1.0939	2.0996	845545.0	beeps
5	False	False	n/a	5600.1547	1.097	2.1019	850074.0	arabic
9	False	False	n/a	5604.6822	1.0979	2.1037	854604.0	spoken
2	False	False	n/a	5609.2113	1.0979	2.1034	859129.0	beeps
one	False	False	n/a	5613.7388	1.098	2.1031	863663.0	written
6	False	False	n/a	5618.2647	1.0967	2.0987	868183.0	spoken
2	False	False	n/a	5622.7886	1.094	2.0998	872696.0	dots
2	False	False	n/a	5627.3141	1.0972	2.1032	877248.0	beeps
4	False	False	n/a	5631.8393	1.0933	2.0986	881755.0	dots
2	True	True	2.4	5636.3594	1.0958	3.9972	n/a	spoken
2	False	False	n/a	5642.7791	1.0964	2.1018	892703.0	arabic
3	False	False	n/a	5647.3064	1.0929	2.0987	897209.0	dots
