trial_i	trial_type	number	response_trial	correct	response_time	fixation_start	stimulus_start	iti_start
186	arabic	2	False	False	n/a	1094196.30000019	1095307.10000038	1096317.10000038
187	beeps	5	False	False	n/a	1098757.10000038	1099856.70000076	1100870.90000057
188	beeps	1	False	False	n/a	1103296.80000019	1104406.0	1105413.80000019
189	arabic	5	False	False	n/a	1107839.40000057	1108936.5	1109952.20000076
190	spoken	9	False	False	n/a	1112377.60000038	1113485.5	1114495.10000038
191	beeps	2	False	False	n/a	1116926.60000038	1118027.30000019	1119038.20000076
192	written	one	False	False	n/a	1121466.80000019	1122567.10000038	1123574.5
193	spoken	6	False	False	n/a	1126007.5	1127106.70000076	1128117.0
194	dots	2	False	False	n/a	1130547.0	1131646.40000057	1132656.60000038
195	beeps	2	False	False	n/a	1135086.70000076	1136186.5	1137206.70000076
196	dots	4	False	False	n/a	1139636.5	1140746.70000076	1141766.80000019
197	spoken	2	True	True	1433	1144196.5	1145296.5	1147236.40000057
198	arabic	2	False	False	n/a	1149667.0	1150767.10000038	1151786.80000019
199	dots	3	False	False	n/a	1154226.80000019	1155326.20000076	1156337.5
