trial_i	trial_type	number	response_trial	correct	response_time	fixation_start	stimulus_start	iti_start
184	written	five	False	False	n/a	1146531510.7	1146532621.5	1146533641.2
185	spoken	5	False	False	n/a	1146536081.2	1146537179.9	1146538202.0
186	arabic	2	False	False	n/a	1146540638.5	1146541741.7	1146542761.1
187	beeps	5	False	False	n/a	1146545203.9	1146546311.7	1146547332.0
188	beeps	1	False	False	n/a	1146549761.3	1146550871.5	1146551891.7
190	spoken	9	False	False	n/a	1146558880.6	1146559981.3	1146560997.3
191	beeps	2	False	False	n/a	1146563422.2	1146564520.5	1146565530.9
192	written	one	False	False	n/a	1146567961.5	1146569061.2	1146570080.8
193	spoken	6	False	False	n/a	1146572521.8	1146573621.5	1146574631.9
196	dots	4	False	False	n/a	1146586161.5	1146587260.8	1146588271.6
197	spoken	2	True	False	3522.0	1146590710.8	1146591811.1	1146595840.4
199	dots	3	False	False	n/a	1146602831.4	1146603940.8	1146604945.9
